Station_ID,Station_Name,Latitude,Longitude,Elevation,Country
38734099999,DEHAVZ,39.45,70.2,2561.0,TI
36982099999,TIAN-SHAN',41.883,78.233,3639.0,KG
38413099999,TAMDY-BULAK,41.733,64.617,238.0,UZ
38343099999,KULAN,42.95,72.75,683.0,KZ
